year,month,day,time,temp.0,R.hum.0,temp.1,R.hum.1,temp.2,R.hum.2,temp.3,R.hum.3
2019,2,19,11:45:15,23.4,26.7,9.2,45,20,19.7,5.2,50.4
2019,2,19,11:45:20,23.4,26.7,8.7,43.6,19.4,20.1,5.3,50.4
2019,2,19,11:45:25,23.4,26.8,8.3,43.1,18.7,20.5,5.2,50.4
2019,2,19,11:45:30,23.4,26.7,7.9,43.1,18.1,21.1,5.2,50.4
2019,2,19,11:45:35,23.4,26.7,7.5,43.5,17.4,21.7,5.2,50.4
2019,2,19,11:45:40,23.4,26.7,7.2,44,16.7,22.4,5.2,50.4
2019,2,19,11:45:45,23.4,26.7,6.9,44.6,16,23.1,5.2,50.4
2019,2,19,11:45:50,23.4,26.7,6.7,45.1,15.3,23.9,5.2,50.4
2019,2,19,11:45:55,23.4,26.7,6.5,45.7,14.6,24.6,5.3,50.4
2019,2,19,11:46:00,23.4,26.7,6.3,46.3,14.5,28.4,5.2,50.4
2019,2,19,11:46:05,23.4,26.7,6.1,46.7,15,34.4,5.2,50.4
2019,2,19,11:46:10,23.4,26.7,6.1,47.2,15.7,37.3,5.2,50.3
2019,2,19,11:46:15,23.4,26.7,6.1,51,16.7,38.2,5.2,50.3
2019,2,19,11:46:20,23.4,26.7,6.1,57.8,17.5,38.1,5.2,50.3
2019,2,19,11:46:25,23.4,26.7,6.3,63.1,18.4,37.3,5.2,50.3
2019,2,19,11:46:30,23.4,26.7,6.5,66.7,19.1,36.1,5.2,50.3
2019,2,19,11:46:35,23.4,26.7,6.8,68.8,19.6,34.9,5.2,50.3
2019,2,19,11:46:40,23.4,26.7,7,70.2,20.1,33.7,5.2,50.3
2019,2,19,11:46:45,23.4,26.7,7.4,70.7,20.6,32.5,5.2,50.3
2019,2,19,11:46:50,23.4,26.7,7.8,70.7,21,31.6,5.2,50.3
2019,2,19,11:46:55,23.4,26.7,8.2,70.2,21.4,30.7,5.2,50.3
2019,2,19,11:47:00,23.4,26.7,8.6,69.3,21.8,30,5.2,50.3
2019,2,19,11:47:05,23.4,26.7,9.1,68.4,22.1,29.4,5.2,50.3
2019,2,19,11:47:10,23.4,26.8,9.5,67.2,22.1,26.5,5.2,50.3
2019,2,19,11:47:15,23.4,26.7,9.9,65.9,22,22.3,5.2,50.4
2019,2,19,11:47:20,23.4,26.8,10.2,62.8,21.7,20.4,5.2,50.3
2019,2,19,11:47:25,23.4,26.8,9.9,53.7,21.2,19.7,5.2,50.3
2019,2,19,11:47:30,23.4,26.8,9.6,48.2,20.7,19.5,5.2,50.3
2019,2,19,11:47:35,23.4,26.9,9.2,45.2,20,19.7,5.2,50.3
2019,2,19,11:47:40,23.4,26.8,8.7,43.7,19.4,20,5.2,50.3
2019,2,19,11:47:45,23.4,26.8,8.3,43.1,18.7,20.4,5.2,50.3
2019,2,19,11:47:50,23.4,26.9,7.9,43.1,18,21,5.2,50.3
2019,2,19,11:47:55,23.4,26.9,7.5,43.5,17.4,21.6,5.2,50.3
2019,2,19,11:48:00,23.4,26.9,7.2,43.9,16.6,22.3,5.3,50.3
2019,2,19,11:48:05,23.4,26.8,6.9,44.5,15.9,23.1,5.3,50.3
2019,2,19,11:48:10,23.4,26.8,6.7,45.1,15.1,23.8,5.2,50.3
2019,2,19,11:48:15,23.4,26.8,6.5,45.7,14.5,24.7,5.3,50.3
2019,2,19,11:48:20,23.4,26.8,6.3,46.2,14.4,28.3,5.2,50.3
2019,2,19,11:48:25,23.4,26.8,6.1,46.7,14.8,34.5,5.2,50.3
2019,2,19,11:48:30,23.4,26.8,6.1,47.1,15.7,37.5,5.2,50.3
2019,2,19,11:48:35,23.4,26.8,6.1,50.8,16.6,38.7,5.2,50.3
2019,2,19,11:48:40,23.4,26.8,6.1,57.7,17.5,38.5,5.2,50.2
2019,2,19,11:48:45,23.4,26.8,6.3,63,18.2,37.6,5.2,50.2
2019,2,19,11:48:50,23.4,26.8,6.5,66.7,19,36.4,5.2,50.2
2019,2,19,11:48:55,23.4,26.8,6.7,69,19.5,35.1,5.2,50.2
2019,2,19,11:49:00,23.4,26.8,7,70.3,20.1,33.9,5.2,50.2
2019,2,19,11:49:05,23.5,26.8,7.4,70.9,20.6,32.8,5.2,50.2
2019,2,19,11:49:10,23.5,26.8,7.7,71,20.9,31.8,5.2,50.2
2019,2,19,11:49:15,23.5,26.9,8.2,70.5,21.3,30.9,5.2,50.2
2019,2,19,11:49:20,23.5,26.9,8.6,69.8,21.6,30.2,5.2,50.2
2019,2,19,11:49:25,23.5,26.8,9,68.8,21.9,29.6,5.2,50.2
2019,2,19,11:49:30,23.5,26.8,9.5,67.7,21.9,26.8,5.2,50.2
2019,2,19,11:49:35,23.4,26.7,9.9,66.3,21.8,22.5,5.2,50.2
2019,2,19,11:49:40,23.5,26.8,10.2,63.3,21.5,20.6,5.2,50.2
2019,2,19,11:49:45,23.4,26.8,10,54.1,21.1,19.8,5.2,50.2
2019,2,19,11:49:50,23.4,26.8,9.6,48.4,20.6,19.6,5.2,50.2
2019,2,19,11:49:55,23.4,26.8,9.2,45.3,19.9,19.7,5.2,50.2
2019,2,19,11:50:00,23.4,26.8,8.7,43.7,19.3,20,5.2,50.2
2019,2,19,11:50:05,23.4,26.8,8.3,43.1,18.7,20.5,5.2,50.2
2019,2,19,11:50:10,23.4,26.8,7.9,43.1,18,21,5.2,50.2
2019,2,19,11:50:15,23.4,26.8,7.5,43.4,17.3,21.6,5.2,50.2
2019,2,19,11:50:20,23.4,26.8,7.2,43.9,16.6,22.3,5.2,50.2
2019,2,19,11:50:25,23.4,26.8,6.9,44.4,15.9,23,5.2,50.2
2019,2,19,11:50:30,23.4,26.8,6.7,45,15.2,23.8,5.2,50.2
